CO_NAME,Cline_Code,[Company Long Name,[Sector,[Industry
Bansisons Tea,3648,Bansisons Tea Industries Ltd,Plantation & Plantation Products,Tea - Processing And Trading
Stilbene Chem.,3655,Stilbene Chemicals Ltd,Chemicals,Dyes And Pigments - Medium / Small
SPL Industries,3657,SPL Industries Ltd,Textiles,Textiles - Others
Mardia Samyoung,3663,Mardia Samyoung Capillary Tubes Company Ltd,Non Ferrous Metals,Metal - Copper / Copper Alloy Products
R L Agrotech,3664,R L Agrotech Ltd,Edible Oil,Solvent Extraction - Medium / Small
SVC Industries,3669,SVC Industries Ltd,Petrochemicals,Petrochemicals - Polymers - Medium / Small
Kriti Industries,3673,Kriti Industries (India) Ltd,Plastic products,Plastics - Others
Supreme Petroch.,3674,Supreme Petrochem Ltd,Petrochemicals,Petrochemicals - Polymers - Large
Mahamaya Steel,3676,Mahamaya Steel Industries Ltd,Steel,Steel - Rolling
Gem Spinners,3680,Gem Spinners India Ltd,Textiles,Textiles - Cotton Yarn - 100% EOUs
Guj Apollo Inds,3681,Gujarat Apollo Industries Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - General - Medium / Small
Torrent Pharma.,3688,Torrent Pharmaceuticals Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg
Ipca Labs.,3689,Ipca Laboratories Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
Sonal Intl.,3692,Sonal International Ltd,Miscellaneous,Miscellaneous - Medium / Small
Swaika Vanaspati,3693,Swaika Vanaspati Products Ltd,Edible Oil,Vanaspati - Medium / Small
Automotive Stamp,3694,Automotive Stampings & Assemblies Ltd,Auto Ancillaries,Auto Ancillaries - Sheet Metal
Viraj Alloys Ltd,3695,Viraj Alloys Ltd(merged),Steel,Steel - Medium / Small
Khator Fibre,3696,Khator Fibre & Fabrics Ltd,Textiles,Textiles - Weaving
Aditya Spinners,3697,Aditya Spinners Ltd,Textiles,Textiles - Spinning - Synthetic / Blended
Kilitch Drugs,3701,Kilitch Drugs (India) Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
OK Play India,3702,OK Play India Ltd,Plastic products,Plastics - Others
T N Steel Tubes,3703,Tamilnadu Steel Tubes Ltd,Steel,Steel - Medium / Small
Nova Iron &Steel,3704,Nova Iron & Steel Ltd,Steel,Steel - Sponge Iron
Toyama Electric,3705,Toyama Electric Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General - Medium / Small
Auriferous Aqua,3707,Auriferous Aqua Farma Ltd,Miscellaneous,Aquaculture
Datasoft Applica,3708,Datasoft Applications Software (India) Ltd,IT - Software,Computers - Software - Medium / Small
Ambitious Plasto,3709,Ambitious Plastomac Company Ltd,Trading,Trading - Medium / Small
Indrayani Biotec,3711,Indrayani Biotech Ltd,Miscellaneous,Travel Agencies
Ramsunar Rolst.,3713,Ramsunar Rolsteel Ltd,Steel,Steel - Rolling
K&R Rail Engine.,3714,K&R Rail Engineering Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
Shree Bhavya,3715,Shree Bhavya Fabrics Ltd,Textiles,Textiles - Processing
HLE Glascoat,3717,HLE Glascoat Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - Glass-lined Equipment
Dolat Investment,3720,Dolat Investments Ltd,Finance,Securities/Commodities Trading Services
Indo Amer. Cem.,3722,Indo American Cement Corporation Ltd,Cement,Cement - Mini - North India
Margo Finance,3724,Margo Finance Ltd,Finance,Finance - Small
Vishwas Infocom,3725,Vishwas Infocom Industries Ltd,Steel,Steel - Medium / Small
RMI Foods,3729,RMI Foods Ltd,FMCG,Food and Dairy Products - Indian - Medium / Small
KKalpana Inds.,3731,KKalpana Industries (India) Ltd,Plastic products,Plastics - Others
Vision Cinemas,3733,Vision Cinemas Ltd,Entertainment,Entertainment - Content Providers
Mukund Syntex,3734,Mukund Syntex Ltd,Textiles,Textiles - Texturising
Padmini Tech.,3735,Padmini Technologies Ltd,Plastic products,Plastics - Bottles / Jars
Shyam Telecom,3736,Shyam Telecom Ltd,Telecomm Equipment & Infra Services,Telecommunications - Equipment - Medium / Small
Transglobe Foods,3737,Transglobe Foods Ltd,FMCG,Food - Processing - Fruit Processing
Coral Labs.,3739,Coral Laboratories Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
Sterling Powerg.,3741,Sterling Powergensys Ltd,Capital Goods - Electrical Equipment,Engineering - Heavy - General - Medium / Small
Uniworth Text.,3742,Uniworth Textiles Ltd,Textiles,Textiles - Woollen Processing
Bacil Pharma,3747,Bacil Pharma Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs
Dharani Finance,3748,Dharani Finance Ltd,Finance,Finance - Investment / Others
Foundry Fuel,3750,Foundry Fuel Products Ltd,Mining & Mineral products,Coke / Metalurgical Coke
Orissa Lamps,3754,Orissa Lamps Ltd,Miscellaneous,Lighting Systems
Lee & Nee Soft.,3755,Lee & Nee Software (Exports) Ltd,IT - Software,Computers - Software - Medium / Small
Kanel Indust.,3757,Kanel Industries Ltd,Edible Oil,Solvent Extraction - Medium / Small
Tulasee Bio-Eth.,3758,Tulasee Bio-Ethanol Ltd,Chemicals,Chemicals - Benzene-based
Krebs Biochem,3759,Krebs Biochemicals & Industries Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs
Sylph Techno,3760,Sylph Technologies Ltd,Trading,Trading - Medium / Small
Alexander Stamps,3762,Alexander Stamps & Coin Ltd,Trading,Trading - Medium / Small
Metroglobal,3763,Metroglobal Ltd,Trading,Trading - Medium / Small
Anik Industries,3764,Anik Industries Ltd,Trading,Trading - Medium / Small
Arcee Industries,3766,Arcee Industries Ltd,Plastic products,Plastics - Pipes
Riddhi Siddhi Gl,3771,Riddhi Siddhi Gluco Biols Ltd,Trading,Trading - Medium / Small
Indbank Merchant,3772,Indbank Merchant Banking Services Ltd,Stock/ Commodity Brokers,Securities/Commodities Trading Services
Federal Bank,3773,Federal Bank Ltd,Banks,Banks - Private Sector
Medinova Diagno.,3774,Medinova Diagnostic Services Ltd,Healthcare,Diagnostic Services
South. Magnesium,3776,Southern Magnesium & Chemicals Ltd,Mining & Mineral products,Metal - Others
Real Strips,3780,Real Strips Ltd,Steel,Steel - Medium / Small
Krishna Fil. Ind,3782,Krishna Filament Industries Ltd,Textiles,Textiles - Others
Raaj Medisafe,3784,Raaj Medisafe India Ltd,Healthcare,Medical Accessories / Disposables
BPL,3785,BPL Ltd,Consumer Durables,Electronics - TV / Audio / VCR / VCP
Bajaj Finance,3787,Bajaj Finance Ltd,Finance,Finance - Large
Sai Jeevadhara,3789,Sai Jeevadhara Finance Ltd,Finance,Finance - Small
ABC India,3790,ABC India Ltd,Logistics,Transport - Road
Chinar Exports,3791,Chinar Exports Ltd,Trading,Trading - Medium / Small
G P Industries,3792,G P Industries Ltd,Edible Oil,Solvent Extraction - Medium / Small
Welterman Intl.,3793,Welterman International Ltd,Fertilizers,Fertilizers - Nitrogenous / Phosphatic
ASM Technologies,3796,ASM Technologies Ltd,IT - Software,Computers - Software - Medium / Small
Integra Switch,3797,Integra Switchgear Ltd,Capital Goods - Electrical Equipment,Electric Equipment - Switchgears/Relays/Circuits
Athena Global,3800,Athena Global Technologies Ltd,IT - Software,Computers - Software - Medium / Small
Sawant Food Prod,3801,Sawant Food Products Ltd,Miscellaneous,Aquaculture
Modern Shares,3803,Modern Shares & Stockbrokers Ltd,Finance,Finance - Investment / Others
Orient Fabritex,3806,Orient Fabritex Ltd,Textiles,Textiles - Processing
Laffans Petroch,3809,Laffans Petrochemicals Ltd,Chemicals,Chemicals - Speciality - Medium / Small
Winsome Brew.,3810,Winsome Breweries Ltd,Alcoholic Beverages,Breweries
Kedia Distiller.,3812,Kedia Distilleries Ltd,Alcoholic Beverages,Distilleries
Valecha Enginee.,3813,Valecha Engineering Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
Sharat Industrie,3814,Sharat Industries Ltd,Miscellaneous,Aquaculture
Taneja Aerospace,3817,Taneja Aerospace & Aviation Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - General - Medium / Small
Hotel Krish.Intl,3819,Hotel Krishna International (India) Ltd,Hotels & Restaurants,Hotels - Small
South Asian Ent.,3823,South Asian Enterprises Ltd,Trading,Trading - Medium / Small
Patels Airtemp,3824,Patels Airtemp (India) Ltd,Capital Goods-Non Electrical Equipment,Engineering - Light - General - Medium / Small
Hartron Commn,3825,Hartron Communication Ltd,Realty,Construction - Factories / Offices / Commercial
Elegant Floricul,3826,Elegant Floriculture & Agrotech (India) Ltd,Miscellaneous,Floriculture / Tissue Culture
Phoenix Intl.,3827,Phoenix International Ltd,Leather,Leather / Synthetic Footware - Medium / Small
Yarn Syndicate,3829,Yarn Syndicate Ltd,Trading,Trading - Medium / Small
Bhaskar Agrochem,3830,Bhaskar Agrochemicals Ltd,Agro Chemicals,Pesticides / Agrochemicals - Indian - Medium/Small
Narmada Macplast,3834,Narmada Macplast Drip Irrigation Systems Ltd,Plastic products,Plastics - Drip Irrigation
Innovation Soft.,3836,Innovation Software Exports Ltd,IT - Software,Computers - Software - Medium / Small
Poona Dal & Oil,3841,Poona Dal and Oil Industries Ltd,Edible Oil,Solvent Extraction - Medium / Small
Indo Aquatics,3842,Indo Aquatics Ltd,Miscellaneous,Aquaculture
Sky Industries,3844,Sky Industries Ltd,Textiles,Textiles - Others
Nava Bharat Vent,3845,Nava Bharat Ventures Ltd,Diversified,Diversified - Large
Vimal Oil Foods,3848,Vimal Oil and Foods Ltd,Edible Oil,Solvent Extraction - Medium / Small
Dhanlaxmi Fabric,3849,Dhanlaxmi Fabrics Ltd,Textiles,Textiles - Processing
Asian Petroprod.,3851,Asian Petroproducts & Exports Ltd,Chemicals,Chemicals - Organic - Medium / Small
Surbhi Industrie,3852,Surbhi Industries Ltd,Textiles,Textiles - Texturising
Orion Acids & Ch,3853,Orion Acids & Chemcials Ltd,Trading,Trading - Medium / Small
Pratik Panels,3854,Pratik Panels Ltd,Miscellaneous,Decoratives - Wood-based
Mithila Steel,3855,Mithila Steel Industries Ltd,"Castings, Forgings & Fastners",Castings - Steel / Alloy
Rishiroop,3857,Rishiroop Ltd,Plantation & Plantation Products,Rubber - Products
R T Exports,3859,R T Exports Ltd,FMCG,Food - Proccesing - Rice
Superior Indus.,3862,Superior Industrial Enterprises Ltd,Edible Oil,Solvent Extraction - Medium / Small
Revati Organics,3865,Revati Organics Ltd,Chemicals,Chemicals - Inorganic - Medium / Small
Neuland Labs.,3866,Neuland Laboratories Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs
Jauss Polymers,3870,Jauss Polymers Ltd,Plastic products,Plastics - Bottles / Jars
Rubber Products,3872,Rubber Products Ltd,Plantation & Plantation Products,Rubber - Products
Conart Engineers,3874,Conart Engineers Ltd,Construction,Construction - Factories / Offices / Commercial
Arrow Greentech,3876,Arrow Greentech Ltd,Plastic products,Plastics - Others
Milk Specialitie,3877,Milk Specialities Ltd,FMCG,Food and Dairy Products - Indian - Medium / Small
Dynachem Pharma,3878,Dynachem Pharmaceuticals (Export) Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs
Promact Impex,3881,Promact Impex Ltd,Trading,Trading - Medium / Small
Exxoteq Corpn.,3882,Exxoteq Corporation Ltd,Oil Drill/Allied,Oil Drilling
Softrak Technolg,3885,Softrak Technology Exports Ltd,IT - Software,Computers - Software - Medium / Small
VCK Cap. Mkt.,3886,VCK Capital Market Services Ltd,Finance,Finance - Investment / Others
Suryachakra Sea.,3888,Suryachakra Seafoods Ltd,Trading,Trading - Medium / Small
Natl. Plywood,3893,National Plywood Industries Ltd,Miscellaneous,Decoratives - Wood-based
Datiware Mari.,3894,Datiware Maritime Infra Ltd,Miscellaneous,Aquaculture
M M Forgings,3896,M M Forgings Ltd,"Castings, Forgings & Fastners",Forgings - Large
Poddar Pigments,3897,Poddar Pigments Ltd,Chemicals,Chemicals - Speciality - Medium / Small
AARV Infratel,3898,AARV Infratel Ltd,Textiles,Textiles - Others
Uniroll Leather,3899,Uniroll Leather India Ltd,Plastic products,Plastics - PU & PU leather
Gayatri BioOrga.,3901,Gayatri BioOrganics Ltd,Miscellaneous,Starch
Celeste Intl.,3903,Celeste International Ltd,Textiles,Textiles - Cotton Yarn - 100% EOUs
Shivagrico Impl.,3907,Shivagrico Implements Ltd,Capital Goods-Non Electrical Equipment,Engineering - Light - General - Medium / Small
Shahi Shipping,3908,Shahi Shipping Ltd,Shipping,Shipping - medium / small
Haryana Suraj,3909,Haryana Suraj Maltings Ltd,Alcoholic Beverages,Breweries
Pharmaids Pharma,3910,Pharmaids Pharmaceuticals Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
Systematix Corp.,3914,Systematix Corporate Services Ltd,Finance,Finance - Small
J K Leatherite,3916,J K Leatherite Ltd,Plastic products,Plastics - PU & PU leather
KSE,3920,KSE Ltd,Miscellaneous,Food - Processing - Others
Vivid Global,3921,Vivid Global Industries Ltd,Chemicals,Dyes - Intermediate
Avanti Feeds,3922,Avanti Feeds Ltd,Miscellaneous,Food - Processing - Others
Capital Trust,3924,Capital Trust Ltd,Finance,Finance - Medium
Superspace Infra,3925,Superspace Infrastructure Ltd,Finance,Finance - Small
UTL Industries,3926,UTL Industries Ltd,Construction,Construction - Factories / Offices / Commercial
Interlink Petro,3930,Interlink Petroleum Ltd,Oil Drill/Allied,Oil Exploration / Allied Services
KMG Milk Food,3931,KMG Milk Food Ltd,FMCG,Food and Dairy Products - Indian - Medium / Small
Bharat Bhushan,3936,Bharat Bhushan Finance & Commodity Brokers Ltd,Finance,Finance - Small
Gujarat Cotex,3937,Gujarat Cotex Ltd,Trading,Trading - Medium / Small
Priya,3938,Priya Ltd,Trading,Trading - Medium / Small
Standard Chrome,3939,Standard Chrome Ltd,Mining & Mineral products,Ferro Alloys
Tirupati Starch,3942,Tirupati Starch & Chemicals Ltd,Miscellaneous,Starch
Citizen Yarns,3944,Citizen Yarns Ltd,Textiles,Textiles - Cotton Yarn - Open-Ended Spinning
ARM Polymers,3948,ARM Polymers Ltd,Packaging,Packaging - Polysacks
Trombo Extractn.,3953,Trombo Extractions Ltd,Edible Oil,Solvent Extraction - Medium / Small
Jatalia Global,3954,Jatalia Global Ventures Ltd,Trading,Trading - Medium / Small
Iykot Hitech,3955,Iykot Hitech Toolroom Ltd,Capital Goods-Non Electrical Equipment,Machine Tools - Others
Janak Turbo Dyn.,3963,Janak Turbo Dynamics Ltd,Capital Goods-Non Electrical Equipment,Engineering - Light - General - Medium / Small
Pine Animation,3964,Pine Animation Ltd,IT - Software,Computers - Software - Medium / Small
Bharat Parenter.,3965,Bharat Parenterals Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
Srikalahas. Pip.,3966,Srikalahasthi Pipes Ltd,Steel,Steel - Tubes / Pipes
Garware Synth,3970,Garware Synthetics Ltd,Textiles,Textiles - Others
R S Software (I),3971,R S Software (India) Ltd,IT - Software,Computers - Software - Medium / Small
Kartikeya Agro,3972,Kartikeya Agro Products Ltd,FMCG,Food - Processing - Fruit Processing
Sharad Fibres,3974,Sharad Fibres & Yarn Processors Ltd,Textiles,Textiles - Texturising
Sharma E I Hosp.,3975,Sharma East India Hosp and Medical Research Ltd,Healthcare,Hospitals / Medical Services
Guj NRE Coke,3976,Gujarat NRE Coke Ltd,Mining & Mineral products,Coke / Metalurgical Coke
Surana Industrie,3977,Surana Industries Ltd,Steel,Steel - Medium / Small
Hindustan Copper,3979,Hindustan Copper Ltd,Non Ferrous Metals,Metal - Copper / Copper Alloy Products
Butterfly Gan Ap,3982,Butterfly Gandhimathi Appliances Ltd,Consumer Durables,Domestic Appliances - White Goods
Sri Lak.Sar.Arni,3984,Sri Lakshmi Saraswathi Textiles (Arni) Ltd,Textiles,Textiles - Spinning/Cotton/Blended Yarn - Ring Spg
Worldwide Alumi.,3985,Worldwide Aluminium Ltd,Trading,Trading - Medium / Small
Dolphin Medical,3987,Dolphin Medical Services Ltd,Healthcare,Hospitals / Medical Services
Dutron Polymers,3988,Dutron Polymers Ltd,Plastic products,Plastics - Pipes
Herman Milkfoods,3992,Herman Milkfoods Ltd,FMCG,Food and Dairy Products - Indian - Medium / Small
Jay Energy,3996,Jay Energy & S Energies Ltd,Finance,Finance - Investment / Others
Pion. Agro Extr.,3997,Pioneer Agro Extracts Ltd,Edible Oil,Vanaspati - Medium / Small
Saket Extrusions,3998,Saket Extrusions Ltd,Plastic products,Plastics - Pipes
Shaba Chemicals,4001,Shaba Chemicals Ltd,Chemicals,Chemicals - Inorganic - Medium / Small
Vivo Bio Tech,4002,Vivo Bio Tech Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs
Ushakiran Fin.,4005,Ushakiran Finance Ltd,Finance,Finance - Small
Easy Fincorp,4008,Easy Fincorp Ltd,Finance,Finance - Small
Sanghi Industrie,4013,Sanghi Industries Ltd,Cement,Cement - Major - North India
Sri Vasavi Inds.,4014,Sri Vasavi Industries Ltd,Steel,Steel - Medium / Small
Magna Electrocas,4016,Magna Eletrocasting Ltd,"Castings, Forgings & Fastners",Castings - Grey Iron
Appollo Stones,4017,Appollo Stones Ltd,Miscellaneous,Miscellaneous - Medium / Small
Zodiac Cloth. Co,4018,Zodiac Clothing Company Ltd,Readymade Garments/ Apparells,Textiles - Readymade Apparel
Hemo Organic,4019,Hemo Organic Ltd,Chemicals,Chemicals - Speciality - Medium / Small
J D Orgochem,4021,J D Orgochem Ltd,Chemicals,Dyes - Reactive / Direct
Ashok Alco-Chem,4029,Ashok Alco-Chem Ltd,Chemicals,Chemicals - Alcohol-based
Maximaa Systems,4030,Maximaa Systems Ltd,Trading,Trading - Medium / Small
Yule Fin. & Lea.,4031,Yule Financing & Leasing Co Ltd,Finance,Finance - Small
Kusum Agrotech,4032,Kusum Agrotech Ltd,Edible Oil,Solvent Extraction - Medium / Small
Atlas Jewellery,4033,Atlas Jewellery India Ltd,"Diamond, Gems and Jewellery",Diamond Cutting / Jewellery - Medium / Small
Maxgrow India,4034,Maxgrow India Ltd,Trading,Trading - Medium / Small
Porwal Auto Comp,4035,Porwal Auto Components Ltd,"Castings, Forgings & Fastners",Castings - Grey Iron
Vadilal Dairy,4037,Vadilal Dairy International Ltd,FMCG,Food and Dairy Products - Indian - Medium / Small
Mayur Uniquoters,4038,Mayur Uniquoters Ltd,Plastic products,Plastics - PU & PU leather
Pazel Internatio,4039,Pazel International Ltd,Trading,Trading - Medium / Small
Anand Cotspin,4041,Anand Cotspin Ltd,Textiles,Textiles - Cotton Yarn - Open-Ended Spinning
Cenlub Industrie,4042,Cenlub Industries Ltd,Capital Goods-Non Electrical Equipment,Engineering - Light - General - Medium / Small
OTCO Intl,4047,OTCO International Ltd,Miscellaneous,Miscellaneous - Medium / Small
Tatanagar Bricks,4048,Tatanagar Bricks Ltd,Ceramic Products,Ceramics - Tiles
Scanpoint Geoma,4049,Scanpoint Geomatics Ltd,IT - Software,Computers - Software - Medium / Small
Narbada Gems,4050,Narbada Gems & Jewellery Ltd,"Diamond, Gems and Jewellery",Diamond Cutting / Jewellery - Medium / Small
AksharChem (I),4055,AksharChem (India) Ltd,Chemicals,Dyes - Intermediate
Sudev Industries,4064,Sudev Industries Ltd,Trading,Trading - Medium / Small
Euro Leder Fash,4065,Euro Leder Fashion Ltd,Leather,Leather Products - Others
Eduexel Infot.,4066,Eduexel Infotainment Ltd,Entertainment,Entertainment - Content Providers
Alpine Housing,4067,Alpine Housing Development Corporation Ltd,Construction,Construction - Housing - Medium / Small
Vishnu Chemicals,4068,Vishnu Chemicals Ltd,Chemicals,Chemicals - Inorganic - Large
Jumbo Bag,4071,Jumbo Bag Ltd,Packaging,Packaging - Polysacks
Beryl Drugs,4072,Beryl Drugs Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
Diamond Agro Ind,4079,Diamond Agro Industries Ltd,Edible Oil,Solvent Extraction - Medium / Small
Country Club Hos,4081,Country Club Hospitality & Holidays Ltd,Hotels & Restaurants,Hotels - Resorts
James Hotels,4082,James Hotels Ltd,Hotels & Restaurants,Hotels - Small
Veerhealth Care,4083,Veerhealth Care Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
IEL,4084,IEL Ltd,Trading,Trading - Medium / Small
Zodiac-JRD MKJ,4085,Zodiac-JRD-MKJ Ltd,"Diamond, Gems and Jewellery",Diamond Cutting / Jewellery - Medium / Small
Sarup Industries,4088,Sarup Industries Ltd,Leather,Leather / Synthetic Footware - Medium / Small
Oxford Industrie,4089,Oxford Industries Ltd,Textiles,Textiles - Weaving
Virat Crane Inds,4090,Virat Crane Industries Ltd,FMCG,Food and Dairy Products - Indian - Medium / Small
Balurghat Tech,4091,Balurghat Technologies Ltd,Logistics,Transport - Road
Arihant Thermo,4092,Arihant Thermoware Ltd,Plastic products,Plastics - Thermoware
Asia Pacific Fin,4093,Asia Pacific Financial Services Ltd,Finance,Finance - Small
Choksi Laborator,4097,Choksi Laboratories Ltd,Miscellaneous,Miscellaneous - Medium / Small
Tejoomals Inds.,4098,Tejoomals Industries Ltd,Leather,Leather / Synthetic Footware - Medium / Small
Longview Tea,4101,Longview Tea Company Ltd,Trading,Trading - Medium / Small
Suraj Securities,4106,Suraj Securities and Finance Ltd,Finance,Finance - Small
Pan India Corpor,4108,Pan India Corporation Ltd,Finance,Finance - Investment / Others
Fedders Electric,4109,Fedders Electric & Engineering Ltd,Consumer Durables,Air-conditioners
IB Infotech,4110,IB Infotech Enterprises Ltd,FMCG,Food - Processing - Others
Kusum Iron,4115,Kusum Iron & Steel Ltd,Steel,Steel - Rolling
Linaks Microelec,4118,Linaks Microelectronics Ltd,Consumer Durables,Electronics - PCBs
