CO_NAME,Cline_Code,[Company Long Name,[Sector,[Industry
Surana Solar,42328,Surana Solar Ltd,Capital Goods - Electrical Equipment,Electric Equipment - Gensets / Turbines
Indosolar,42365,Indosolar Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General - Medium / Small
Tata Motors-DVR,42402,Tata Motors-DVR,Automobile,Automobiles - LCVs/HCVs
Future Ent. DVR,42452,Future Enterprises-DVR,Retail,Retailing
Kalyani Invest.,42462,Kalyani Investment Company Ltd,Finance,Finance - Investment / Others
Va Tech Wabag,42511,Va Tech Wabag Ltd,Capital Goods-Non Electrical Equipment,Pollution Control Equipment
Mahindra Logis.,42512,Mahindra Logistics Ltd,Logistics,Transport - Road
Sarthak Metals,42518,Sarthak Metals Ltd,Mining & Mineral products,Ferro Alloys
RPP Infra Proj.,42523,RPP Infra Projects Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
Indiabulls Hous.,42529,Indiabulls Housing Finance Ltd,Finance,Finance - Housing - Large
Dilip Buildcon,42548,Dilip Buildcon Ltd,Infrastructure Developers & Operators,Construction - Civil / Turnkey - Large
Healthfore Tech.,42562,Healthfore Technologies Ltd,IT - Software,Computers - Software - Medium / Small
S V Global Mill,42570,S V Global Mill Ltd,Realty,Construction - Civil / Turnkey - Medium / Small
Binny Mills,42583,Binny Mills Ltd,Trading,Trading - Medium / Small
Toyam Industries,42587,Toyam Industries Ltd,Trading,Trading - Medium / Small
SRS Finance,42596,SRS Finance Ltd,Finance,Finance - Equipment - Leasing & Maintenance
IRC Worldwide,42606,IRC Worldwide Couriers Ltd,Finance,Finance - Investment / Others
K M Industrial,42683,K M Industrial Investments Ltd,Finance,Finance - Investment / Others
Pavna Industries,42719,Pavna Industries Ltd,Miscellaneous,Miscellaneous - Medium / Small
Dhunseri Invest.,42736,Dhunseri Investments Ltd,Finance,Finance - Investment / Others
Talwal.Better,42737,Talwalkars Better value Fitness Ltd,Miscellaneous,Miscellaneous - Medium / Small
West Leisure,42741,West Leisure Resorts Ltd,Finance,Finance - Investment / Others
ASL Industries,42781,ASL Industries Ltd,Auto Ancillaries,Auto Ancillaries - Others
CreditAcc. Gram.,42782,CreditAccess Grameen Ltd,Finance,Finance - Investment / Others
Shekhawati Poly.,42820,Shekhawati Poly-Yarn Ltd,Textiles,Textiles - Texturising
Gallantt Ispat,42895,Gallantt Ispat Ltd,Steel,Steel - Sponge Iron
Techno Elec.Engg,42896,Techno Electric & Engineering Company Ltd,Infrastructure Developers & Operators,Engineering - Turnkey Services
Dynamic Cables,42897,Dynamic Cables Ltd,Cables,Cables - Power - Large
SIS,42927,SIS Ltd,Miscellaneous,Miscellaneous - Large
Eros Intl.Media,42928,Eros International Media Ltd,Entertainment,Entertainment - Content Providers
Zee Learn,43069,Zee Learn Ltd,Computer Education,Computers - Education
Enkei Wheels,43083,Enkei Wheels India Ltd,Auto Ancillaries,Auto Ancillaries - Others
Oberoi Realty,43090,Oberoi Realty Ltd,Realty,Construction - Housing - Large
Bil Energy Sys.,43091,Bil Energy System Ltd,Steel,Steel - Medium / Small
PG Electroplast,43129,PG Electroplast Ltd,Consumer Durables,Electronics - Others
Bhutoria Bros.,43130,Bhutoria Brothers Ltd,Miscellaneous,Miscellaneous - Medium / Small
Pyretic Trading,43151,Pyretic Trading & Finance Company Ltd,Finance,Finance - Investment / Others
Lesha Industries,43205,Lesha Industries Ltd,Trading,Trading - Medium / Small
Alacrity Sec.,43224,Alacrity Securities Ltd,Finance,Finance - Investment / Others
Yaarii Digital,43228,Yaarii Digital Integrated Services Ltd,Trading,Trading - Medium / Small
Career Point,43229,Career Point Ltd,Education,Miscellaneous - Medium / Small
MAS FINANC SER,43230,MAS Financial Services Ltd,Finance,Finance - Investment / Others
Benara Bearings,43309,Benara Bearings & Pistons Ltd,Auto Ancillaries,Bearings - Medium / Small
Innovators,43363,Innovators Facade Systems Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
Indian Terrain,43395,Indian Terrain Fashions Ltd,Textiles,Textiles - Others
Bajaj Consumer,43396,Bajaj Consumer Care Ltd,FMCG,Personal Care - Indian - Large
SRS,43397,SRS Ltd,Entertainment,Entertainment - Electronic Media
Reliance Home,43416,Reliance Home Finance Ltd,Finance,Finance - Housing - Large
Bohra Industries,43417,Bohra Industries Ltd,Fertilizers,Fertilizers - Phosphatic - Single Super Phosphate
TCI Developers,43418,TCI Developers Ltd,Realty,Construction - Housing - Medium / Small
Sudarshan Sec.,43528,Sudarshan Securities Pvt Ltd,Stock/ Commodity Brokers,Securities/Commodities Trading Services
Angel Broking,43583,Angel Broking Ltd,Finance,Securities/Commodities Trading Services
Shahlon Silk,43590,Shahlon Silk Industries Ltd,Textiles,Textiles - Others
Marine Electric.,43591,Marine Electricals (India) Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General - Medium / Small
RDB Rasayans,43592,RDB Rasayans Ltd,Textiles,Textiles - Manmade - Polypropylene Filament Yarn
Karma Energy Ltd,43632,Karma Energy Ltd,Power Generation & Distribution,Power Generation And Supply
Kritika Wires,43638,Kritika Wires Ltd,Steel,Steel - Wires
Adani Total Gas,43639,Adani Total Gas Ltd,Gas Distribution,Gas Distribution
Airo Lam,43657,Airo Lam Ltd,Miscellaneous,Decoratives - Wood-based
Commercial Eng.,43666,Commercial Engineers & Body Builders Company Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - General - Medium / Small
Super Fine Knit.,43685,Super Fine Knitters Ltd,Textiles,Textiles - Others
Future Supply,43686,Future Supply Chain Solutions Ltd,Logistics,Transport - Road
Universal Auto.,43744,Universal Autofoundry Ltd,"Castings, Forgings & Fastners",Castings - Grey Iron
Jash Engineering,43757,Jash Engineering Ltd,Capital Goods-Non Electrical Equipment,Pollution Control Equipment
Orient Green,43767,Orient Green Power Company Ltd,Power Generation & Distribution,Power Generation And Supply
Sudar Industries,43768,Sudar Industries Ltd,Textiles,Textiles - Readymade Apparel
Guj.NRE-DVR,43787,Gujarat NRE Coke-DVR,Mining & Mineral products,Coke / Metalurgical Coke
Asian Hotels (W),43805,Asian Hotels (West) Ltd,Hotels & Restaurants,Hotels - Medium
Gita Renewable,43807,Gita Renewable Energy Ltd,Power Generation & Distribution,Power Generation And Supply
Chennai Ferrous,43808,Chennai Ferrous Industries Ltd,Steel,Steel - Sponge Iron
Ambe Projects,43812,Ambe Projects Ltd,Finance,Finance - Investment / Others
Bateli Tea,43814,Bateli Tea Company Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Chhatisgarh Inv.,43822,Chhatisgarh Investments Ltd,Miscellaneous,Miscellaneous - Medium / Small
Mahabir Jute,43827,Mahabir Jute Mills Ltd,Textiles,Textiles - Jute - Yarn / Products
Marodia Invest.,43829,Marodia Investments Ltd,Finance,Finance - Investment / Others
Oriental Vinyls,43863,Oriental Vinyls Ltd,Miscellaneous,Miscellaneous - Medium / Small
Comfort Fincap,43934,Comfort Fincap Ltd,Finance,Finance - Investment / Others
Primso India,43935,Prismo India Ltd,Finance,Finance - Investment / Others
Prudent.Intl.,43939,Prudential International Ltd,Miscellaneous,Miscellaneous - Medium / Small
Universal Prop.,43950,Universal Properties Ltd,Finance,Finance - Investment / Others
Halder Venture,43952,Halder Venture Ltd,Trading,Trading - Medium / Small
E E I L,43958,Electrical & Electronics India Ltd,Finance,Finance - Investment / Others
Apple Metal,43964,Apple Metal Industries Ltd,Miscellaneous,Miscellaneous - Medium / Small
Shalby,43981,Shalby Ltd,Healthcare,Hospitals / Medical Services
Tara Jewels,43989,Tara Jewels Ltd,"Diamond, Gems and Jewellery",Diamond Cutting / Jewellery - Medium / Small
Indus Towers,43998,Indus Towers Ltd,Telecomm Equipment & Infra Services,Transmisson Line Towers / Equipment
SM Corporation,43999,SM Corporation Ltd,Trading,Trading - Medium / Small
Gautam Resources,44000,Gautam Resources Ltd,Finance,Finance - Investment / Others
M P Invest.,44005,M P Investments & Consultancy Services Ltd,Finance,Finance - Investment / Others
Hilton Indl.,44019,Hilton Industrial & Engineering Company Ltd,Miscellaneous,Miscellaneous - Medium / Small
Tunkai India,44041,Tunkai India Ltd,Miscellaneous,Miscellaneous - Medium / Small
Max Heights,44042,Max Heights Infrastructure Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
Swati Projects,44073,Swati Projects Ltd,Finance,Finance - Investment / Others
Alembic Pharma,44085,Alembic Pharmaceuticals Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
VMS Industries,44130,VMS Industries Ltd,Miscellaneous,Ship - Breaking / Repairing
Jubilant Inds.,44137,Jubilant Industries Ltd,Alcoholic Beverages,Distilleries
Shiv Aum Steels,44177,Shiv Aum Steels Ltd,Trading,Trading - Medium / Small
Elgi Rubber Co,44204,Elgi Rubber Company Ltd,Plantation & Plantation Products,Rubber - Retreading
Vinayak Polycon,44209,Vinayak Polycon International Ltd,Plastic products,Plastics - Bottles / Jars
M E T S,44227,Maestros Electronics & Telecommun. Systems Ltd,Miscellaneous,Miscellaneous - Medium / Small
Vardhman Special,44230,Vardhman Special Steels Ltd,Steel,Steel - Medium / Small
Future Market,44237,Future Market Networks Ltd,Miscellaneous,Miscellaneous - Medium / Small
Infronics Sys.,44239,Infronics Systems Ltd,IT - Software,Computers - Software - Medium / Small
Timbor Home,44282,Timbor Home Ltd,Miscellaneous,Miscellaneous - Medium / Small
Endurance Tech.,44283,Endurance Technologies Ltd,Auto Ancillaries,Auto Ancillaries - Others
Vaswani Industri,44299,Vaswani Industries Ltd,Steel,Steel - Sponge Iron
Tijaria Polypipe,44323,Tijaria Polypipes Ltd,Plastic products,Plastics - Pipes
Bharatiya Glob.,44331,Bharatiya Global Infomedia Ltd,IT - Software,Computers - Software - Medium / Small
Brooks Lab.,44358,Brooks Laboratories Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
Kridhan Infra,44362,Kridhan Infra Ltd,Trading,Trading - Medium / Small
Five X Tradecom,44398,Five X Tradecom Ltd,Finance,Finance - Investment / Others
Olympic Cards,44404,Olympic Cards Ltd,Media - Print/Television/Radio,Printing & Stationery
Onelife Capital,44411,Onelife Capital Advisors Ltd,Finance,Finance - Investment / Others
Thomas Scott,44416,Thomas Scott India Ltd,Textiles,Textiles - Readymade Apparel
Nagarjuna Fert.,44417,Nagarjuna Fertilizers & Chemicals Ltd,Fertilizers,Fertilizers - Nitrogenous / Phosphatic
Nagar.Oil Refin.,44418,Nagarjuna Oil Refinery Ltd,Refineries,Refineries
Ujaas Energy,44419,Ujaas Energy Ltd,Capital Goods - Electrical Equipment,Electric Equipment - Transformers
Sanco Industries,44421,Sanco Industries Ltd,Plastic products,Plastics - Pipes
Apex Cap. & Fin.,44422,Apex Capital and Finance Ltd,Finance,Finance - Housing - Medium / Small
Galaxy Commer.,44424,Galaxy Commercials Ltd,Finance,Finance - Investment / Others
Lemon Tree Hotel,44425,Lemon Tree Hotels Ltd,Hotels & Restaurants,Hotels - Medium
Tree House Edu.,44429,Tree House Education & Accessories Ltd,Education,Miscellaneous - Medium / Small
Essar Shipping,44436,Essar Shipping Ltd,Shipping,Shipping - medium / small
Orient Refrac.,44500,Orient Refractories Ltd,Refractories,Refractories / Intermediates
Arvind SmartSp.,44508,Arvind SmartSpaces Ltd,Realty,Construction - Housing - Medium / Small
Bhagya. Prop.,44544,Bhagyanagar Properties Ltd,Realty,Construction - Civil / Turnkey - Medium / Small
Aditya Birla Cap,44615,Aditya Birla Capital Ltd,Finance,Finance - Investment / Others
Aditya Bir. Fas.,44814,Aditya Birla Fashion & Retail Ltd,Retail,Retailing
Avenue Super.,45107,Avenue Supermarts Ltd,Retail,Trading - Large
Tube Investments,45144,Tube Investments of India Ltd,Miscellaneous,Cycles And Accessories
Setubandhan Inf.,45167,Setubandhan Infrastructure Ltd,Construction,Construction - Factories / Offices / Commercial
L&T Fin.Holdings,45496,L&T Finance Holdings Ltd,Finance,Finance - Investment / Others
Kanaiya Engg.,45662,Kanaiya Engineering & Finance Ltd,Miscellaneous,Miscellaneous - Medium / Small
Kanoi Develop.,45663,Kanoi Developments Ltd,Miscellaneous,Miscellaneous - Medium / Small
Golden Bull,45684,Golden Bull Research & Growth Ltd,Trading,Trading - Medium / Small
Nawratan Arts,45703,Nawratan Arts Ltd,Trading,Trading - Medium / Small
Saraf Infra,45740,Saraf Infra Projects Ltd,Realty,Construction - Factories / Offices / Commercial
Denim Developers,45748,Denim Developers Ltd,Miscellaneous,Miscellaneous - Medium / Small
Schneider Elect.,45756,Schneider Electric Infrastructure Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General - Large
Indo Thai Sec.,45765,Indo Thai Securities Ltd,Finance,Finance - Investment / Others
Paul Merchants,45766,Paul Merchants Ltd,Finance,Finance - Investment / Others
A F Enterprises,45774,A F Enterprises Ltd,Trading,Trading - Medium / Small
Dr Lal Pathlabs,45775,Dr Lal Pathlabs Ltd,Healthcare,Diagnostic Services
PMC Fincorp,45776,PMC Fincorp Ltd,Finance,Finance - Investment / Others
Intelli.Capital.,45781,Intellivate Capital Advisors Ltd,Finance,Finance - Investment / Others
Ram Minerals,45784,Ram Minerals and Chemicals Ltd,Trading,Trading - Medium / Small
Supremex Shine,45791,Supremex Shine Steels Ltd,Trading,Trading - Medium / Small
M B Agro Prod.,45793,Madhya Bharat Agro Products Ltd,Fertilizers,Fertilizers - Phosphatic - Single Super Phosphate
Sophia Traexpo,45794,Sophia Traexpo Ltd,Paper,Paper - Medium / Small
Cosmic Industrie,45795,Cosmic Industries Ltd,Textiles,Textiles - Cotton Yarn - Open-Ended Spinning
Kanco Tea,45800,Kanco Tea & Industries Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
MT Educare,45814,MT Educare Ltd,Education,Miscellaneous - Medium / Small
Ebixcash World,45815,Ebixcash World Money India Ltd,Finance,Finance - Investment / Others
Fervent Synerg.,45816,Fervent Synergies Ltd,Trading,Trading - Medium / Small
Shree Ganesh Bio,45817,Shree Ganesh Biotech India Ltd,Pharmaceuticals,Biotechnology
Just Dial,45828,Just Dial Ltd,E-Commerce/App based Aggregator,E-Services
JTL Infra,45829,JTL Infra Ltd,Steel,Steel - Medium / Small
Chamak Holdings,45834,Chamak Holdings Ltd,Miscellaneous,Miscellaneous - Medium / Small
Shemaroo Entert.,45849,Shemaroo Entertainment Ltd,Entertainment,Entertainment - Content Providers
TV Vision,45880,TV Vision Ltd,Entertainment,Entertainment - Electronic Media
Jain Irrigat-DVR,45888,Jain Irrigation Systems Ltd-DVR,Plastic products,Plastics - Sheets
Commerl. Synbags,45890,Commercial Syn Bags Ltd,Packaging,Packaging - Polysacks
Amaravati Agro,45895,Amaravati Agro Ltd,Miscellaneous,Miscellaneous - Medium / Small
Hexa Tradex,45909,Hexa Tradex Ltd,Trading,Trading - Medium / Small
Krishana Fabrics,45914,Krishana Fabrics Ltd,Finance,Finance - Investment / Others
CDG Petchem,45919,CDG Petchem Ltd,Packaging,Packaging - Polysacks
RattanIndia Ent,45921,RattanIndia Enterprises Ltd,Power Generation & Distribution,Power Generation And Supply
Prozone Intu,45926,Prozone Intu Properties Ltd,Realty,Construction - Factories / Offices / Commercial
Nivedan Vanijya,45928,Nivedan Vanijya Niyojan Ltd,Finance,Finance - Investment / Others
Purvi Vanijya,45929,Purvi Vanijya Niyojan Ltd,Finance,Finance - Investment / Others
S E Power,45947,S E Power Ltd,Plantation & Plantation Products,Rubber - Products
Uday Jewellery,45948,Uday Jewellery Industries Ltd,"Diamond, Gems and Jewellery",Diamond Cutting / Jewellery - Medium / Small
Timeplus Sec.,45949,Timeplus Securities & Services Ltd,Finance,Securities/Commodities Trading Services
Tribute Trading,45950,Tribute Trading & Finance Ltd,Finance,Finance - Investment / Others
Graffin Creative,45955,Graffin Creative Services Pvt Ltd,Miscellaneous,Miscellaneous - Medium / Small
Integra Garments,45967,Integra Garments & Textiles Ltd,Textiles,Textiles - Others
NRB Indl Bearing,45970,NRB Industrial Bearings Ltd,Bearings,Bearings - Medium / Small
Pyxis Finvest,46016,Pyxis Finvest Ltd,Finance,Finance - Investment / Others
Sadbhav Infra.,47716,Sadbhav Infrastructure Projects Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
Indostar Capital,48889,Indostar Capital Finance Ltd,Finance,Finance - Investment / Others
Looks Health,51463,Looks Health Services Ltd,Healthcare,Hospitals / Medical Services
Phoenix Township,51468,Phoenix Township Ltd,Hotels & Restaurants,Hotels - Resorts
Jupiter Info.,51488,Jupiter Infomedia Ltd,Miscellaneous,Miscellaneous - Medium / Small
Thejo Engg.,51492,Thejo Engineering Ltd,Engineering,Engineering - Heavy - Material Handling
Advance Meter.,51493,Advance Metering Technology Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General - Medium / Small
Sh. Krish. Infr.,51512,Shree Krishna Infrastructure Ltd,Infrastructure Developers & Operators,Construction - Housing - Medium / Small
Sungold Media,51519,Sungold Media & Entertainment Ltd,Miscellaneous,Miscellaneous - Medium / Small
Ace Tours,51532,Ace Tours Worldwide Ltd,Miscellaneous,Travel Agencies
Max Alert,52315,Max Alert Systems Ltd,Miscellaneous,Miscellaneous - Medium / Small
Zuari Agro Chem.,52974,Zuari Agro Chemicals Ltd,Fertilizers,Fertilizers - Nitrogenous / Phosphatic
Tasty Dairy,54036,Tasty Dairy Specialities Ltd,FMCG,Food and Dairy Products - Indian - Medium / Small
Kalyan Jewellers,54748,Kalyan Jewellers India Ltd,"Diamond, Gems and Jewellery",Diamond Cutting / Jewellery - Large
Engo Tea Co.,54759,Engo Tea Company Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Mrs Bectors,54764,Mrs Bectors Food Specialities Ltd,FMCG,Food - Processing - Others
Haria Apparels,54769,Haria Apparels Ltd,Readymade Garments/ Apparells,Textiles - Readymade Apparel
Universus Photo,54778,Universus Photo Imagings Ltd,Miscellaneous,Photographic And Allied Products
Thyrocare Tech.,54800,Thyrocare Technologies Ltd,Healthcare,Diagnostic Services
Health.Global,54801,Healthcare Global Enterprises Ltd,Healthcare,Hospitals / Medical Services
Sangam Renewab.,54807,Sangam Renewables Ltd,Power Generation & Distribution,Power Generation And Supply
Decillion Financ,54811,Decillion Finance Ltd,Finance,Finance - Investment / Others
SRG Housing,54821,SRG Housing Finance Ltd,Finance,Finance - Housing - Medium / Small
Arambhan Hospit.,54827,Arambhan Hospitality Services Ltd,Hotels & Restaurants,Hotels - Small
Abhijit Trading,54835,Abhijit Trading Company Ltd,Finance,Finance - Investment / Others
SHRI NIWAS L& F.,54837,Shri Niwas Leasing & Finance Ltd,Finance,Finance - Investment / Others
Jointeca Educati,54840,Jointeca Education Solutions Ltd,IT - Software,Computers - Software - Medium / Small
Spacenet Enterpr,54848,Spacenet Enterprises India Ltd,IT - Software,Computers - Software - Medium / Small
Comfort Comtrade,54852,Comfort Commotrade Ltd,Finance,Securities/Commodities Trading Services
Indigo Paints,54853,Indigo Paints Ltd,Paints/Varnish,Paints / Varnishes
Aditri Industrie,54858,Aditri Industries Ltd,Textiles,Textiles - Readymade Apparel
RCL Retail,54872,RCL Retail Ltd,Miscellaneous,Food - Processing - Others
Music Broadcast,54878,Music Broadcast Ltd,Entertainment,Entertainment - Electronic Media
Stove Kraft,54879,Stove Kraft Ltd,Consumer Durables,Domestic Appliances - Cookers / Others
Bronze Infra,55355,Bronze Infra-Tech Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
Veto Switchgears,58495,Veto Switchgears & Cables Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General - Medium / Small
IND Renewable,58662,IND Renewable Energy Ltd,Power Generation & Distribution,Power Generation And Supply
Eco Friendly,60074,Eco Friendly Food Processing Park Ltd,FMCG,Food - Processing - Others
Esteem Bio Org.,60838,Esteem Bio Organic Food Processing Ltd,FMCG,Food - Processing - Others
Mukta Agricultur,63858,Mukta Agriculture Ltd,Miscellaneous,Miscellaneous - Medium / Small
Mystic Electron.,64793,Mystic Electronics Ltd,Trading,Trading - Medium / Small
PDS Multi.,64808,PDS Multinational Fashions Ltd,Textiles,Textiles - Readymade Apparel
Genus Paper & Bo,64810,Genus Paper & Boards Ltd,Paper,Paper - Medium / Small
Ujala Commercial,64811,Ujala Commercial Ltd,E-Commerce/App based Aggregator,Miscellaneous - Medium / Small
Mega Nirman,64812,Mega Nirman & Industries Ltd,Realty,Construction - Factories / Offices / Commercial
Subh Tex,64816,Subh Tex (India) Ltd,Textiles,Textiles - Denim Fabric
Sunstar Realty,64819,Sunstar Realty Development Ltd,Realty,Construction - Factories / Offices / Commercial
Covidh Technolog,64823,Covidh Technologies Ltd,IT - Software,Computers - Software - Medium / Small
JITF Infra Logis,64824,JITF Infra Logistics Ltd,Logistics,Transport - Road
NIBE,64826,NIBE Ltd,Textiles,Textiles - Manmade - Nylon
HPC Biosciences,64827,HPC Biosciences Ltd,Miscellaneous,Miscellaneous - Medium / Small
Channel Nine,64830,Channel Nine Entertainment Ltd,Entertainment,Entertainment - Electronic Media
Opal Luxury,64838,Opal Luxury Time Products Ltd,Consumer Durables,Watches & Accessories
Snowman Logistic,64845,Snowman Logistics Ltd,Logistics,Transport - Road
Kiran Vyapar,64846,Kiran Vyapar Ltd,Finance,Finance - Investment / Others
Samruddhi Realty,64847,Samruddhi Realty Ltd,Realty,Construction - Factories / Offices / Commercial
GCM Securit.,64848,GCM Securities Ltd,Finance,Finance - Investment / Others
Ashapura Inti.,64851,Ashapura Intimates Fashion Ltd,Textiles,Textiles - Others
SDC Techmedia,64852,SDC Techmedia Ltd,Entertainment,Entertainment - Electronic Media
R J Bio-Tech,64875,R J Bio-Tech Ltd,Plantation & Plantation Products,Floriculture / Tissue Culture
Lakhotia Poly.,64887,Lakhotia Polyesters (India) Ltd,Textiles,Textiles - Spinning - Synthetic / Blended
Focus Suites Sol,64900,Focus Suites Solutions & Services Ltd,Miscellaneous,Miscellaneous - Medium / Small
Wonderla Holiday,64949,Wonderla Holidays Ltd,Entertainment,Recreation / Amusement Parks
Alora Trading,64952,Alora Trading Company Ltd,Trading,Trading - Medium / Small
Umesh Commercial,64981,Umesh Commercial Company Ltd,Miscellaneous,Travel Agencies
Viaan Industries,65118,Viaan Industries Ltd,Trading,Trading - Medium / Small
India Finsec,65131,India Finsec Ltd,Finance,Finance - Investment / Others
Kushal,65149,Kushal Ltd,Paper,Paper - Medium / Small
eDynamics Solut.,65191,eDynamics Solutions Ltd,Trading,Trading - Medium / Small
Sanginita Chemi.,65216,Sanginita Chemicals Ltd,Chemicals,Chemicals - Inorganic - Medium / Small
ECS Biztech,65219,ECS Biztech Ltd,IT - Hardware,Computers - Hardware - Medium / Small
Equitas Sma. Fin,65221,Equitas Small Finance Bank Ltd,Banks,Banks - Private Sector
Future Lifestyle,65240,Future Lifestyle Fashions Ltd,Retail,Retailing
Galderma India,65252,Galderma India Pvt Ltd,FMCG,Personal Care - Indian - Medium / Small
GCM Commodity,65253,GCM Commodity & Derivatives Ltd,Finance,Securities/Commodities Trading Services
VKJ Infradevelop,65297,VKJ Infradevelopers Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
Silverpoint Inf.,65316,Silverpoint Infratech Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
Tiger Logistics,65384,Tiger Logistics (India) Ltd,Logistics,Transport - Road
Satkar Finlease,65411,Satkar Finlease Ltd,Finance,Finance - Investment / Others
S R G Securities,65431,S R G Securities Finance Ltd,Finance,Finance - Investment / Others
Newever Trade,65437,Newever Trade Wings Ltd,Trading,Trading - Medium / Small
VCU Data Managem,65456,VCU Data Management Ltd,Trading,Trading - Medium / Small
Greenlam Industr,65468,Greenlam Industries Ltd,Miscellaneous,Laminates
Mitcon Consult.,65481,Mitcon Consultancy & Engineering Services Ltd,Miscellaneous,Miscellaneous - Medium / Small
Stellar Capital,65524,Stellar Capital Services Ltd,Finance,Finance - Investment / Others
Amrapali Capital,65562,Amrapali Capital and Finance Services Ltd,Finance,Finance - Investment / Others
Jindal Poly Inve,65601,Jindal Poly Investment & Finance Company Ltd,Finance,Finance - Investment / Others
Gujarat Gas,65688,Gujarat Gas Ltd,Miscellaneous,Gas Distribution
Edison Infrapowe,65733,Edison Infrapower & Multiventures Pvt Ltd,Miscellaneous,Miscellaneous - Medium / Small
Tentiwala Metal,65734,Tentiwala Metal Products Ltd,Cables,Cables - Power - Medium / Small
Diligent Media,65764,Diligent Media Corporation Ltd,Media - Print/Television/Radio,Entertainment - Content Providers
James Warren Tea,65777,James Warren Tea Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Suyog Telematics,65789,Suyog Telematics Ltd,Telecomm Equipment & Infra Services,Transmisson Line Towers / Equipment
RCI Industries,65804,RCI Industries & Technologies Ltd,Non Ferrous Metals,Metal - Copper / Copper Alloy Products
Vantage Knowledg,65807,Vantage Knowledge Academy Ltd,Education,Miscellaneous - Medium / Small
Inox Wind,65809,Inox Wind Ltd,Capital Goods - Electrical Equipment,Electric Equipment - Gensets / Turbines
Chemtech Indust.,65810,Chemtech Industrial Valves Ltd,Trading,Trading - Medium / Small
Aananda Lakshmi,65827,Aananda Lakshmi Spinning Mills Ltd,Textiles,Textiles - Spinning - Synthetic / Blended
Sheshadri Indus.,65828,Sheshadri Industries Ltd,Textiles,Textiles - Others
Cityon Systems,65835,Cityon Systems (India) Ltd,Trading,Trading - Medium / Small
SM Auto Stamping,65837,SM Auto Stamping Ltd,Auto Ancillaries,Auto Ancillaries - Gears
Nath Bio-Genes,65841,Nath Bio-Genes (India) Ltd,Miscellaneous,Floriculture / Tissue Culture
Agri-Tech India,65851,Agri-Tech (India) Ltd,Miscellaneous,Floriculture / Tissue Culture
Agrimony Comm.,65853,Agrimony Commodities Ltd,Trading,Trading - Medium / Small
Dhunseri Tea,65859,Dhunseri Tea & Industries Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Polymac Thermof.,65863,Polymac Thermoformers Ltd,Plastic products,Plastics - Others
Lancer Containe.,65868,Lancer Containers Lines Ltd,Logistics,Transport - Road
Unishire Urban,65878,Unishire Urban Infra Ltd,Finance,Finance - Investment / Others
Jaisukh Dealers,65893,Jaisukh Dealers Ltd,Trading,Trading - Medium / Small
Laxmipati Engg,65910,Laxmipati Engineering Works Ltd,Ship Building,Ship - Breaking / Repairing
B.C. Power,65911,B.C. Power Controls Ltd,Cables,Cables - Power - Medium / Small
Karnimata Cold,65915,Karnimata Cold Storage Ltd,Miscellaneous,Floriculture / Tissue Culture
Race Eco,65916,Race Eco Chain Ltd,Trading,Trading - Medium / Small
Gracious Softwar,65918,Gracious Software Ltd,IT - Software,Computers - Software - Medium / Small
SPS Finquest,65921,SPS Finquest Ltd,Finance,Finance - Investment / Others
Women's Next,65953,Womens Next Loungeries Ltd,Textiles,Textiles - Others
Simbhaoli Sugar,65986,Simbhaoli Sugars Ltd,Sugar,Sugar - Integrated
Anubhav Infrast.,66000,Anubhav Infrastructure Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
Oceanaa Biotek,66008,Oceanaa Biotek industries Ltd,Miscellaneous,Miscellaneous - Medium / Small
Golden Crest,66018,Golden Crest Education & Services Ltd,Education,Miscellaneous - Medium / Small
Shri Krishna Pra,66042,Shri Krishna Prasadam Ltd,Trading,Trading - Medium / Small
Quess Corp,66072,Quess Corp Ltd,Diversified,Diversified - Large
HPL Electric,66134,HPL Electric & Power Ltd,Capital Goods - Electrical Equipment,Electric Equipment - Switchgears/Relays/Circuits
Madhuban Constr.,66183,Madhuban Constructions Ltd,Realty,Construction - Factories / Offices / Commercial
Kanak Krishi,66195,Kanak Krishi Implements Ltd,Miscellaneous,Miscellaneous - Medium / Small
